,ticker,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
393,RHI,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,NA
394,RJF,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,NA
395,RL,NA,NA,NA,NA,NA,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,64891,NA
396,RMD,NA,NA,NA,NA,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887,31887
397,ROK,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,9203,NA
398,ROL,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,9225,NA
399,ROP,NA,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,24925,NA
400,ROST,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,9248,NA
401,RSG,NA,NA,NA,NA,NA,NA,NA,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,112168,NA
402,RTX,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,10983,NA
403,SBAC,NA,NA,NA,NA,NA,NA,NA,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,121382,NA
404,SBNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,160776,NA
405,SBUX,NA,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,25434,NA
406,SCHW,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,13988,NA
407,SEDG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23119,23119,23119,23119,23119,23119,23119,23119,23119,23119,23119,23119,NA
408,SEE,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,9555,NA
409,SHW,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,9667,NA
410,SIVB,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,17120,NA
411,SJM,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,NA
412,SLB,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,9465,NA
413,SNA,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,NA
414,SNPS,NA,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,24975,NA
415,SO,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,NA
416,SPG,NA,NA,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,29389,NA
417,SPGI,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,NA
418,SRE,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,NA
419,STE,NA,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,25313,NA
420,STT,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,NA
421,STX,NA,NA,NA,NA,NA,NA,NA,NA,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937,150937
422,STZ,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,NA
423,SWK,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,10016,NA
424,SWKS,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,NA
425,SYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20686,20686,20686,20686,20686,20686,20686,20686,20686,20686,20686,20686,20686,NA
426,SYK,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,10115,NA
427,SYY,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247,10247
428,T,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,9899,NA
429,TAP,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,3505,NA
430,TDG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,148349,NA
431,TDY,NA,NA,NA,NA,NA,NA,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,126721,NA
432,TECH,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414,15414
433,TEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177267,177267,NA,NA,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,177267,NA
434,TER,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,10453,NA
435,TFC,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,11856,NA
436,TFX,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,10407,NA
437,TGT,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,NA
438,TJX,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,NA
439,TMO,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,NA
440,TMUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17874,17874,17874,17874,17874,17874,17874,17874,17874,NA
441,TPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541,140541
442,TRMB,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,22815,NA
443,TROW,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,12138,NA
444,TRV,NA,NA,NA,NA,NA,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,62689,NA
445,TSCO,NA,NA,NA,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,29736,NA
446,TSLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,184996,NA
447,TSN,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,NA
448,TT,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,5959,NA
449,TTWO,NA,NA,NA,NA,NA,NA,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,NA
450,TWTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18872,18872,18872,18872,18872,18872,18872,18872,18872,18872,18872,18872,NA
451,TXN,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,10499,NA
452,TXT,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,NA
453,TYL,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,NA
454,UAL,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,10795,NA
455,UDR,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,10894,NA
456,UHS,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,11032,NA
457,ULTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,178704,NA
458,UNH,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,10903,NA
459,UNP,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,NA
460,UPS,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,10920,NA
461,URI,NA,NA,NA,NA,NA,NA,NA,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,66065,NA
462,USB,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,4723,NA
463,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,179534,NA
464,VFC,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,11060,NA
465,VICI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32580,32580,32580,32580,32580,NA
466,VLO,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,15247,NA
467,VMC,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,11228,NA
468,VNO,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,NA
469,VRSK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,180652,NA
470,VRSN,NA,NA,NA,NA,NA,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,66368,NA
471,VRTX,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,24344,NA
472,VTR,NA,NA,NA,NA,NA,NA,NA,NA,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,110179,NA
473,VTRS,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,NA
474,VZ,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,NA
475,WAB,NA,NA,NA,NA,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,60979,NA
476,WAT,NA,NA,NA,NA,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,61574,NA
477,WBA,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,11264,NA
478,WBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,164296,NA
479,WDC,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399,11399
480,WEC,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,11550,NA
481,WELL,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,5543,NA
482,WFC,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,8007,NA
483,WHR,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,11465,NA
484,WM,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,14477,NA
485,WMB,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,11506,NA
486,WMT,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,11259,NA
487,WRB,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,14822,NA
488,WRK,NA,NA,NA,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,29830,NA
489,WST,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,11376,NA
490,WTW,NA,NA,NA,NA,NA,NA,144009,NA,NA,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,144009,NA
491,WY,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,11456,NA
492,WYNN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,149318,NA
493,XEL,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,7977,NA
494,XOM,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,4503,NA
495,XRAY,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,NA
496,XYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,189491,NA
497,YUM,NA,NA,NA,NA,NA,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,65417,NA
498,ZBH,NA,NA,NA,NA,NA,NA,NA,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,144559,NA
499,ZBRA,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,24405,NA
500,ZION,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,11687,NA
501,ZTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13721,13721,13721,13721,13721,13721,13721,13721,13721,13721,13721,13721,13721,NA
